SPY_Close,VIX_Close
104.08490753173828,23.170000076293945
104.03466033935547,22.489999771118164
101.4851303100586,23.940000534057617
101.39897918701172,23.790000915527344
99.76153564453125,25.43000030517578
100.81004333496094,24.1200008392334
101.47074127197266,23.450000762939453
100.65203094482422,23.68000030517578
101.46360778808594,22.899999618530273
99.23005676269531,23.34000015258789
98.37541198730469,24.3799991607666
95.825927734375,28.459999084472656
94.84203338623047,27.18000030517578
93.87968444824219,31.010000228881836
96.13475036621094,29.020000457763672
96.9462890625,27.780000686645508
95.54584503173828,29.079999923706055
97.12582397460938,27.780000686645508
97.60704803466797,27.31999969482422
96.88883209228516,27.6200008392334
98.6555404663086,26.200000762939453
100.2426986694336,24.020000457763672
98.97872161865234,25.989999771118164
96.32868194580078,28.239999771118164
95.55298614501953,28.969999313354492
96.18498992919922,27.65999984741211
95.5673828125,28.010000228881836
96.05574035644531,27.600000381469727
96.9462890625,26.329999923706055
97.93737030029297,24.8799991607666
97.0755615234375,25.540000915527344
97.05400085449219,25.020000457763672
97.32688903808594,25.59000015258789
97.61415100097656,24.399999618530273
96.8026123046875,25.1200008392334
97.39872741699219,24.059999465942383
98.6268310546875,23.030000686645508
99.36653137207031,21.899999618530273
99.26599884033203,22.690000534057617
98.29646301269531,23.530000686645508
96.1060562133789,26.540000915527344
95.876220703125,26.280000686645508
95.50994110107422,25.520000457763672
96.11316680908203,24.600000381469727
94.12388610839844,27.549999237060547
93.1543197631836,27.489999771118164
91.92625427246094,29.3799991607666
95.22986602783203,26.360000610351562
94.33929443359375,27.219999313354492
94.54756927490234,27.290000915527344
93.08250427246094,31.15999984741211
92.1417007446289,32.2400016784668
95.96955871582031,25.790000915527344
93.59241485595703,29.84000015258789
95.32600402832031,26.6200008392334
97.23133850097656,25.729999542236328
97.32516479492188,25.719999313354492
96.13432312011719,26.079999923706055
95.83126068115234,25.8799991607666
94.91458892822266,25.709999084472656
95.24661254882812,25.610000610351562
98.59545135498047,22.68000030517578
98.660400390625,23.43000030517578
98.90579223632812,23.209999084472656
98.79754638671875,22.450000762939453
98.84806060791016,22.420000076293945
98.74698638916016,22.360000610351562
98.032470703125,22.809999465942383
98.16960144042969,21.979999542236328
96.2642593383789,23.459999084472656
95.9394760131836,23.81999969482422
96.16323852539062,22.780000686645508
98.7686538696289,20.530000686645508
98.91294860839844,20.3700008392334
99.94506072998047,20.1299991607666
99.99557495117188,20.5
99.55532836914062,20.8700008392334
99.39654541015625,20.260000228881836
99.8296127319336,20.059999465942383
100.75341796875,19.59000015258789
100.77507781982422,19.639999389648438
100.37813568115234,20.239999771118164
99.78630828857422,20.790000915527344
101.85043334960938,18.8799991607666
102.1319351196289,18.18000030517578
101.64109802246094,18.899999618530273
102.52165222167969,18.209999084472656
100.69564819335938,19.729999542236328
100.43582153320312,19.399999618530273
100.24822235107422,19.40999984741211
101.37409210205078,17.790000915527344
101.38849639892578,17.979999542236328
101.59781646728516,17.65999984741211
102.86805725097656,16.299999237060547
102.9618911743164,16.469999313354492
103.24334716796875,17.010000228881836
102.4061279296875,17.579999923706055
100.67401885986328,18.59000015258789
100.68843078613281,18.049999237060547
99.33880615234375,19.549999237060547
100.07494354248047,19.639999389648438
100.5368881225586,19.06999969482422
101.04209899902344,18.139999389648438
101.29470825195312,17.829999923706055
100.24822235107422,19.829999923706055
99.6635971069336,20.239999771118164
99.61309051513672,20.799999237060547
101.6050796508789,18.6299991607666
98.36444091796875,23.559999465942383
98.60264587402344,23.1200008392334
98.11189270019531,23.18000030517578
96.66837310791016,24.1200008392334
97.0364990234375,23.329999923706055
98.26341247558594,21.219999313354492
98.32115173339844,20.950000762939453
97.84481811523438,21.1299991607666
96.89215087890625,22.239999771118164
97.01487731933594,21.579999923706055
95.44011688232422,22.8700008392334
95.3458480834961,22.639999389648438
95.1572265625,22.420000076293945
95.60696411132812,21.139999389648438
93.01025390625,23.93000030517578
92.50248718261719,23.440000534057617
92.82892608642578,23.950000762939453
93.11907196044922,23.649999618530273
91.52330017089844,25.920000076293945
91.6175765991211,24.780000686645508
90.68190002441406,25.780000686645508
92.29215240478516,23.149999618530273
90.51510620117188,25.229999542236328
90.885009765625,25.59000015258789
89.82598876953125,27.489999771118164
89.0136489868164,28.479999542236328
87.7588119506836,28.540000915527344
89.91303253173828,25.100000381469727
90.81246185302734,25.010000228881836
91.37821197509766,24.049999237060547
91.42900848388672,23.049999237060547
92.46627807617188,21.18000030517578
92.96672821044922,21.309999465942383
91.03729248046875,23.440000534057617
91.01554870605469,22.90999984741211
89.68093872070312,24.229999542236328
91.59581756591797,22.030000686645508
93.22784423828125,21.209999084472656
91.99478149414062,22.940000534057617
91.50881958007812,22.56999969482422
90.66014862060547,23.489999771118164
93.10452270507812,21.139999389648438
93.51795959472656,20.229999542236328
92.12532043457031,21.149999618530273
93.83711242675781,20.65999984741211
94.80912780761719,20.1200008392334
93.82264709472656,21.170000076293945
93.25688171386719,21.549999237060547
93.96044158935547,20.34000015258789
94.41741943359375,19.579999923706055
93.12626647949219,20.979999542236328
92.11084747314453,21.280000686645508
92.53877258300781,20.420000076293945
92.69832611083984,19.81999969482422
94.04020690917969,18.809999465942383
92.13258361816406,20.969999313354492
92.40095520019531,20.489999771118164
93.30039978027344,19.760000228881836
